"イベント","15","0","0.0","0.0"
"お待ち","4","0","0.0","0.0"
"月","4","0","0.0","0.0"
"団体","4","0","0.0","0.0"
"あと","4","0","0.0","0.0"
"開催","3","0","0.0","0.0"
"チケット","3","0","0.0","0.0"
"学生","3","0","0.0","0.0"
"集合","2","0","0.0","0.0"
"参加","2","0","0.0","0.0"
"国際","2","0","0.0","0.0"
"人","2","0","0.0","0.0"
"活","2","0","0.0","0.0"
"最高","2","0","0.0","0.0"
"東京","2","0","0.0","0.0"
"お願い","2","0","0.0","0.0"
"ゆか","1","0","0.0","0.0"
"希望","1","0","0.0","0.0"
"企業","1","0","0.0","0.0"
"一同","1","0","0.0","0.0"
"注目","1","0","0.0","0.0"
"損","1","0","0.0","0.0"
"連絡","1","0","0.0","0.0"
"感じ","1","0","0.0","0.0"
"スカウト","1","0","0.0","0.0"
"コンテンツ","1","0","0.0","0.0"
"感動","1","0","0.0","0.0"
"予定","1","0","0.0","0.0"
"掲載","1","0","0.0","0.0"
"お客","1","0","0.0","0.0"
"皆さん","1","0","0.0","0.0"
"支援","1","0","0.0","0.0"
"アップ","1","0","0.0","0.0"
"メンバー","1","0","0.0","0.0"
"まとめ","1","0","0.0","0.0"
"拡散","1","0","0.0","0.0"
"参戦","1","0","0.0","0.0"
"小学校","1","0","0.0","0.0"
"案内","1","0","0.0","0.0"
"早め","1","0","0.0","0.0"
"収益","1","0","0.0","0.0"
"りよ","1","0","0.0","0.0"
"紹介","1","0","0.0","0.0"
"クラブ","1","0","0.0","0.0"
"ラオス","1","0","0.0","0.0"
"医大","1","0","0.0","0.0"
"講演","1","0","0.0","0.0"
"久しぶり","1","0","0.0","0.0"
"協力","1","0","0.0","0.0"
"通常","1","0","0.0","0.0"
"出演","1","0","0.0","0.0"
"グレード","1","0","0.0","0.0"
"滋賀","1","0","0.0","0.0"
"早期","1","0","0.0","0.0"
"前売り","1","0","0.0","0.0"
"一緒","1","0","0.0","0.0"
"渡し","1","0","0.0","0.0"
"バタフライ","1","0","0.0","0.0"
"速報","1","0","0.0","0.0"
"プレゼント","1","0","0.0","0.0"
"アツ","1","0","0.0","0.0"
"大阪","1","0","0.0","0.0"
"用意","1","0","0.0","0.0"
"決定","1","0","0.0","0.0"
"もうこ","1","0","0.0","0.0"
"年","1","0","0.0","0.0"
"活動","1","0","0.0","0.0"
"購入","1","0","0.0","0.0"
"資金","1","0","0.0","0.0"
"興味","1","0","0.0","0.0"
"建設","1","0","0.0","0.0"
